sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
non-targeting_01121	negative_control__na	3531.4	4253.6/3591.8	3531.4	3922.7	0.15158	2.1899e+05	3.3372e+05	0.67744	0.75094	0.24906	0.49813	0.73107	True
MARCKS_+_114178858.23-P1P2	MARCKS__P1P2	5716.4	6027.4/6508.3	5716.4	6267.9	0.13284	1.1562e+05	6.6268e+05	0.67741	0.75093	0.24907	0.49815	0.73107	True
TTC23L__P1P2__secondary__RVS__58	TTC23L__P1P2	4673.2	4123/4268.1	4673.2	4195.5	-0.15552	10524	4.9733e+05	0.67734	0.2491	0.7509	0.49819	0.73107	False
SUPT7L__P1P2__secondary__FWD__35	SUPT7L__P1P2	5038.6	5661.5/5423.1	5038.6	5542.3	0.13744	28406	5.5363e+05	0.67697	0.75079	0.24921	0.49843	0.7313	True
TRIM56__P1P2__primary__RVS__89	TRIM56__P1P2	3195.1	2913.2/2748.8	3195.1	2831	-0.17448	13503	2.894e+05	0.67675	0.24928	0.75072	0.49856	0.73139	False
CWC27__P1P2__primarysecondary__FWD__6	CWC27__P1P2	4918.2	5893.7/4932.2	4918.2	5413	0.13827	4.6221e+05	5.3488e+05	0.67653	0.75065	0.24935	0.4987	0.73149	True
DET1_+_89089808.23-P1P2	DET1__P1P2	3600.9	3442.9/2966.8	3600.9	3204.9	-0.16806	1.1335e+05	3.4312e+05	0.67617	0.24947	0.75053	0.49893	0.73172	False
TMEM81__all__primarysecondary__RVS__20	TMEM81__ENST00000367167.3	4679.4	5036.4/5276.9	4679.4	5156.6	0.14006	28930	4.9828e+05	0.67599	0.75048	0.24952	0.49905	0.73177	True
non-targeting_01891	negative_control__na	3641.4	3946.8/4134	3641.4	4040.4	0.14995	17520	3.4862e+05	0.67567	0.75038	0.24962	0.49925	0.73196	True
LRRC40__P1P2__secondary__FWD__66	LRRC40__P1P2	4109.6	3639.9/3710.1	4109.6	3675	-0.1612	2465.9	4.1414e+05	0.67526	0.24976	0.75024	0.49951	0.73221	False
STMND1__17102100__FWD__34	STMND1__P1P2	3303	3215.9/4134	3303	3674.9	0.15388	4.2143e+05	3.0342e+05	0.67516	0.75021	0.24979	0.49958	0.73221	True
UBE2E2_+_23244979.23-P1P2	UBE2E2__P1P2	2829.7	2519.2/2474	2829.7	2496.6	-0.18059	1020.4	2.4346e+05	0.67499	0.24984	0.75016	0.49968	0.73226	False
ATP1A1__P1P2__primary__RVS__-155	ATP1A1__P1P2	4473.9	5034.3/4836.3	4473.9	4935.3	0.14157	19598	4.674e+05	0.67485	0.75011	0.24989	0.49977	0.73228	True
non-targeting_01139	negative_control__na	3602	3152.6/3261.1	3602	3206.9	-0.16756	5886.4	3.4326e+05	0.67433	0.25005	0.74995	0.5001	0.73265	False
non-targeting_01180	negative_control__na	3821	4370.8/4094.8	3821	4232.8	0.14763	38074	3.7336e+05	0.67396	0.74983	0.25017	0.50033	0.73288	True
non-targeting_00890	negative_control__na	3725.5	4397.7/3862	3725.5	4129.8	0.14862	1.4353e+05	3.6014e+05	0.67379	0.74978	0.25022	0.50045	0.73293	True
KIDINS220__P1P2__primarysecondary__FWD__36	KIDINS220__P1P2	4578.8	3806.8/4414.3	4578.8	4110.6	-0.15558	1.8454e+05	4.8308e+05	0.67361	0.25028	0.74972	0.50056	0.73298	False
H2AFX__P1P2__primarysecondary__FWD__64	H2AFX__P1P2	4644.2	4635.1/5598.3	4644.2	5116.7	0.13977	4.6379e+05	4.9293e+05	0.67305	0.74954	0.25046	0.50091	0.73331	True
CHRNA7__32322509__RVS__16	CHRNA7__32322509	6047.6	6343.6/6892.1	6047.6	6617.9	0.12999	1.504e+05	7.1803e+05	0.67302	0.74953	0.25047	0.50093	0.73331	True
MED15__P1__primarysecondary__FWD__28	MED15__P1	6675.6	6023.3/8551.1	6675.6	7287.2	0.12645	3.1948e+06	8.2657e+05	0.67272	0.74944	0.25056	0.50113	0.73349	True
ATP1A1__P1P2__primary__RVS__-130	ATP1A1__P1P2	4577.7	3975.8/4245.7	4577.7	4110.8	-0.15519	36433	4.8292e+05	0.67195	0.25081	0.74919	0.50161	0.73407	False
C19orf43__P1P2__primary__FWD__70	C19orf43__P1P2	5799.5	5457.3/5036.6	5799.5	5246.9	-0.14443	88490	6.7643e+05	0.67186	0.25084	0.74916	0.50168	0.73407	False
PTPN20A__46619211__FWD__15	PTPN20A__46619211	5450.7	5012.5/4832.6	5450.7	4922.5	-0.14701	16189	6.1923e+05	0.67119	0.25105	0.74895	0.5021	0.73458	False
HDAC7__P1P2__primary__FWD__58	HDAC7__P1P2	3774.3	3517.6/3218.3	3774.3	3367.9	-0.16429	44781	3.6687e+05	0.67088	0.25115	0.74885	0.5023	0.73476	False
non-targeting_01709	negative_control__na	3499.2	4558.4/3209	3499.2	3883.7	0.15037	9.105e+05	3.294e+05	0.66994	0.74855	0.25145	0.5029	0.73552	True
non-targeting_00649	negative_control__na	4461.5	4947.2/4889.4	4461.5	4918.3	0.14061	1670.6	4.6555e+05	0.66954	0.74842	0.25158	0.50315	0.73579	True
IBTK_-_82957071.23-P1	IBTK__P1	3979.8	4285.8/4515.9	3979.8	4400.8	0.14504	26471	3.9565e+05	0.66932	0.74835	0.25165	0.50329	0.73588	True
ISOC2__P1__primarysecondary__FWD__50	ISOC2__P1	4821.7	5370.2/5236.8	4821.7	5303.5	0.13739	8889.2	5.1998e+05	0.66821	0.748	0.252	0.504	0.7368	True
AGPS__P1P2__primarysecondary__FWD__46	AGPS__P1P2	4522.7	5120.3/4845.6	4522.7	4983	0.13979	37734	4.7468e+05	0.66805	0.74795	0.25205	0.5041	0.73684	True
MON2_-_62860637.23-P1P2	MON2__P1P2	3821	3724.9/4732.9	3821	4228.9	0.1463	5.0802e+05	3.7336e+05	0.66758	0.7478	0.2522	0.5044	0.73707	True
PLCG1__P1P2__secondary__RVS__63	PLCG1__P1P2	4057.7	4783.4/4183.3	4057.7	4483.4	0.1439	1.8004e+05	4.0671e+05	0.6675	0.74777	0.25223	0.50445	0.73707	True
TACC3__P1__primarysecondary__RVS__53	TACC3__P1	4466.7	4202.8/3819.1	4466.7	4011	-0.1552	73622	4.6632e+05	0.66729	0.25229	0.74771	0.50458	0.73707	False
non-targeting_01676	negative_control__na	3452.5	3581.8/4081.8	3452.5	3831.8	0.15035	1.2497e+05	3.2316e+05	0.66727	0.7477	0.2523	0.5046	0.73707	True
TLN1__P1P2__primary__FWD__26	TLN1__P1P2	4335.9	4389.4/5174.4	4335.9	4781.9	0.14125	3.081e+05	4.4699e+05	0.6672	0.74768	0.25232	0.50464	0.73707	True
non-targeting_01868	negative_control__na	4310.9	4888.1/4622.1	4310.9	4755.1	0.14143	35391	4.4334e+05	0.66703	0.74762	0.25238	0.50476	0.73713	True
CHCHD3__P1P2__secondary__FWD__94	CHCHD3__P1P2	4585	4027.6/4215	4585	4121.3	-0.15378	17552	4.8401e+05	0.66648	0.25255	0.74745	0.50511	0.73746	False
G0S2__P1P2__primarysecondary__FWD__57	G0S2__P1P2	4755.2	4123/4435.8	4755.2	4279.4	-0.15208	48906	5.0981e+05	0.66644	0.25257	0.74743	0.50513	0.73746	False
CNTD2__40731798__RVS__46	CNTD2__P1	3448.3	3813/3840.5	3448.3	3826.8	0.15019	378.23	3.226e+05	0.66629	0.74739	0.25261	0.50523	0.73748	True
ISCA1__P1P2__secondary__RVS__29	ISCA1__P1P2	3757.7	4469.3/3849.8	3757.7	4159.6	0.14655	1.9184e+05	3.6458e+05	0.66559	0.74716	0.25284	0.50567	0.73796	True
IL18R1__P1__primarysecondary__FWD__26	IL18R1__P1	4626.5	5048.8/5136.2	4626.5	5092.5	0.13843	3823.3	4.9027e+05	0.66554	0.74715	0.25285	0.5057	0.73796	True
XKR8__P1P2__primary__RVS__25	XKR8__P1P2	4096.1	4381.1/2956.5	4096.1	3668.8	-0.15887	1.0147e+06	4.1221e+05	0.66542	0.25289	0.74711	0.50578	0.73796	False
RBM5__P1P2__primarysecondary__RVS__46	RBM5__P1P2	5277.4	5460.4/6116.2	5277.4	5788.3	0.13329	2.1504e+05	5.9137e+05	0.66438	0.74678	0.25322	0.50645	0.73882	True
non-targeting_01056	negative_control__na	4755.2	5021.8/5437.1	4755.2	5229.5	0.13712	86225	5.0981e+05	0.66421	0.74672	0.25328	0.50656	0.73887	True
KCTD3__P1P2__primary__RVS__27	KCTD3__P1P2	5806.8	6996.8/5710	5806.8	6353.4	0.12978	8.2785e+05	6.7764e+05	0.66407	0.74668	0.25332	0.50665	0.73889	True
ARAP3_+_141061775.23-P1P2	ARAP3__P1P2	5069.7	4313.8/4833.5	5069.7	4573.6	-0.14854	1.3506e+05	5.5851e+05	0.66385	0.25339	0.74661	0.50679	0.73897	False
RSPRY1__P1P2__secondary__RVS__56	RSPRY1__P1P2	3929	4625.8/4059.4	3929	4342.6	0.14439	1.6039e+05	3.8847e+05	0.66371	0.74656	0.25344	0.50687	0.73897	True
non-targeting_00080	negative_control__na	5944.8	5465.6/5313.2	5944.8	5389.4	-0.14148	11602	7.0071e+05	0.66352	0.2535	0.7465	0.507	0.73897	False
non-targeting_00976	negative_control__na	4450	3913.6/4082.7	4450	3998.2	-0.15445	14302	4.6385e+05	0.6635	0.25351	0.74649	0.50701	0.73897	False
non-targeting_01450	negative_control__na	4773.9	4471.3/4126.5	4773.9	4298.9	-0.15116	59458	5.1266e+05	0.66338	0.25354	0.74646	0.50709	0.73897	False
non-targeting_00695	negative_control__na	4182.2	3756/3744.6	4182.2	3750.3	-0.15723	65.215	4.2461e+05	0.66285	0.25371	0.74629	0.50742	0.73935	False
non-targeting_00353	negative_control__na	4401.3	4917.1/4780.4	4401.3	4848.8	0.13967	9346.5	4.5663e+05	0.66226	0.7461	0.2539	0.50781	0.7398	True
non-targeting_00881	negative_control__na	3946.6	3222.1/3843.3	3946.6	3532.7	-0.15979	1.9296e+05	3.9095e+05	0.66193	0.25401	0.74599	0.50801	0.73997	False
non-targeting_00058	negative_control__na	4177	3667.9/5548	4177	4607.9	0.1416	1.7673e+06	4.2386e+05	0.66183	0.74596	0.25404	0.50808	0.73997	True
CD22__P1P2__primarysecondary__RVS__472	CD22__P1P2	5131	4336.6/4928.5	5131	4632.5	-0.1474	1.752e+05	5.6814e+05	0.66129	0.25421	0.74579	0.50843	0.74037	False
ESYT2__P1P2__primary__FWD__73	ESYT2__P1P2	4710.6	5033.2/3450.2	4710.6	4241.7	-0.15122	1.2529e+06	5.0301e+05	0.66107	0.25428	0.74572	0.50857	0.74047	False
PPP2CA__P1P2__primary__RVS__44	PPP2CA__P1P2	5495.3	5132.8/4812.1	5495.3	4972.4	-0.14423	51420	6.2647e+05	0.66067	0.25441	0.74559	0.50882	0.74072	False
non-targeting_00215	negative_control__na	4335.9	4086.7/5467.8	4335.9	4777.3	0.13984	9.5375e+05	4.4699e+05	0.66025	0.74545	0.25455	0.50909	0.74101	True
LSM12_+_42143568.23-P1P2	LSM12__P1P2	3381.9	3555.9/3946.7	3381.9	3751.3	0.14952	76362	3.1379e+05	0.65947	0.7452	0.2548	0.50959	0.74154	True
non-targeting_00299	negative_control__na	4585	4804.1/5283.4	4585	5043.8	0.13756	1.1486e+05	4.8401e+05	0.65945	0.7452	0.2548	0.50961	0.74154	True
non-targeting_00359	negative_control__na	3910.3	3550.7/3452.1	3910.3	3501.4	-0.15928	4864.9	3.8584e+05	0.6582	0.25521	0.74479	0.51041	0.74254	False
ZNF608__P2__primarysecondary__FWD__181	ZNF608__P2	4368	4544.9/5075.7	4368	4810.3	0.13912	1.4084e+05	4.5173e+05	0.65805	0.74475	0.25525	0.5105	0.74254	True
HYDIN__71263838__FWD__30	HYDIN__71263838	4815.4	5314.2/5264.8	4815.4	5289.5	0.13544	1220.6	5.1903e+05	0.65801	0.74474	0.25526	0.51053	0.74254	True
ZNF121_+_9695141.23-P1P2	ZNF121__P1P2	5465.2	5754.8/6213	5465.2	5983.9	0.13078	1.0499e+05	6.2158e+05	0.65788	0.74469	0.25531	0.51061	0.74255	True
TXNDC16__P1P2__secondary__FWD__58	TXNDC16__P1P2	4152.1	3842.1/3609.5	4152.1	3725.8	-0.15626	27036	4.2026e+05	0.65764	0.25538	0.74462	0.51077	0.74266	False
ROR1__P1P2__primary__FWD__47	ROR1__P1P2	3890.5	4378/4216.9	3890.5	4297.4	0.14347	12990	3.8307e+05	0.65744	0.74455	0.25545	0.5109	0.74275	True
non-targeting_00069	negative_control__na	4496.8	5249.9/4645.3	4496.8	4947.6	0.13782	1.8275e+05	4.708e+05	0.65711	0.74444	0.25556	0.51111	0.74291	True
CEP128_+_81407803.23-P1P2	CEP128__P1P2	3786.7	4276.4/4094.8	3786.7	4185.6	0.14445	16491	3.686e+05	0.65703	0.74442	0.25558	0.51116	0.74291	True
non-targeting_01302	negative_control__na	5078.1	4433/4740.4	5078.1	4586.7	-0.1468	47238	5.5981e+05	0.65675	0.25567	0.74433	0.51134	0.74301	False
PLA2G7__P1P2__secondary__FWD__95	PLA2G7__P1P2	4803	4485.9/4175.9	4803	4330.9	-0.14924	48046	5.1712e+05	0.65652	0.25574	0.74426	0.51149	0.74301	False
non-targeting_00209	negative_control__na	4140.7	3804.7/3627.2	4140.7	3716	-0.1561	15756	4.1862e+05	0.65645	0.25577	0.74423	0.51153	0.74301	False
ZFYVE9__P1P2__primary__RVS__46	ZFYVE9__P1P2	3542.8	3484.4/2841	3542.8	3162.7	-0.16368	2.0695e+05	3.3526e+05	0.65643	0.25577	0.74423	0.51155	0.74301	False
LSM12_-_42144009.23-P1P2	LSM12__P1P2	4912	4672.5/4192.6	4912	4432.6	-0.14813	1.1512e+05	5.3391e+05	0.65611	0.25588	0.74412	0.51175	0.7432	False
FRMPD2__49481953__FWD__47	FRMPD2__49481953	4646.2	4521.1/5692.3	4646.2	5106.7	0.13631	6.8589e+05	4.9325e+05	0.65567	0.74398	0.25602	0.51203	0.7435	True
MRE11A__P1P2__primary__RVS__486	MRE11A__P1P2	3871.9	4380.1/4172.1	3871.9	4276.1	0.14324	21625	3.8045e+05	0.65542	0.7439	0.2561	0.5122	0.74362	True
TADA2B__P1P2__secondary__FWD__74	TADA2B__P1P2	4489.5	4048.4/4032.4	4489.5	4040.4	-0.15202	127.09	4.6972e+05	0.65527	0.25615	0.74385	0.51229	0.74366	False
non-targeting_00667	negative_control__na	5780.8	5284.1/5202.4	5780.8	5243.2	-0.14078	3341.8	6.7333e+05	0.6551	0.2562	0.7438	0.51241	0.74371	False
FRMPD2__49481953__FWD__95	FRMPD2__49481953	4607.8	4787.5/5342.1	4607.8	5064.8	0.1364	1.5377e+05	4.8745e+05	0.65456	0.74362	0.25638	0.51275	0.7441	True
non-targeting_00483	negative_control__na	4877.7	5275.8/5430.6	4877.7	5353.2	0.13417	11975	5.2862e+05	0.654	0.74344	0.25656	0.51311	0.74451	True
non-targeting_01557	negative_control__na	4121	4004.8/5080.3	4121	4542.6	0.14049	5.7838e+05	4.1578e+05	0.65383	0.74339	0.25661	0.51322	0.74455	True
PAXIP1_+_154794632.23-P1P2	PAXIP1__P1P2	4963.9	5267.5/5622.5	4963.9	5445	0.13344	62990	5.4196e+05	0.65356	0.7433	0.2567	0.5134	0.74466	True
ZNF286A__15602675__RVS__65	ZNF286A__15602675	3489.9	4192.5/3535.9	3489.9	3864.2	0.14696	2.1552e+05	3.2815e+05	0.65348	0.74328	0.25672	0.51345	0.74466	True
non-targeting_01752	negative_control__na	5840	5024.9/5575	5840	5300	-0.13995	1.5126e+05	6.8317e+05	0.65334	0.25677	0.74323	0.51354	0.74468	False
ADD1_-_2845596.23-P1P2	ADD1__P1P2	4479.1	4037/4027.8	4479.1	4032.4	-0.15155	42.29	4.6817e+05	0.65292	0.25691	0.74309	0.51381	0.7449	False
non-targeting_00023	negative_control__na	3605.1	3503.1/2941.6	3605.1	3222.3	-0.16187	1.5759e+05	3.4368e+05	0.65286	0.25692	0.74308	0.51385	0.7449	False
non-targeting_00522	negative_control__na	4196.8	4000.7/3540.6	4196.8	3770.6	-0.15443	1.0584e+05	4.2671e+05	0.65234	0.25709	0.74291	0.51418	0.74528	False
non-targeting_01025	negative_control__na	4980.5	5915.5/5007.7	4980.5	5461.6	0.13301	4.1204e+05	5.4455e+05	0.65197	0.74279	0.25721	0.51442	0.74552	True
IFT57__P1P2__secondary__RVS__53	IFT57__P1P2	5182.9	5996.3/5358.9	5182.9	5677.6	0.1315	2.0319e+05	5.7634e+05	0.65165	0.74269	0.25731	0.51463	0.74571	True
LIAS__P1P2__primary__RVS__42	LIAS__P1P2	4476	4589.5/5253.6	4476	4921.6	0.13688	2.205e+05	4.6771e+05	0.65153	0.74265	0.25735	0.51471	0.74571	True
non-targeting_00962	negative_control__na	4285	3812/3894.6	4285	3853.3	-0.15317	3408.6	4.3954e+05	0.65118	0.25747	0.74253	0.51493	0.74588	False
MON2_-_62860785.23-P1P2	MON2__P1P2	3384	3590.1/3907.6	3384	3748.9	0.14769	50392	3.1406e+05	0.6511	0.74251	0.25749	0.51498	0.74588	True
non-targeting_00853	negative_control__na	4703.3	4548.1/5780.8	4703.3	5164.4	0.13491	7.5986e+05	5.019e+05	0.65089	0.74244	0.25756	0.51512	0.74597	True
non-targeting_00782	negative_control__na	5131	6989.5/4253.2	5131	5621.4	0.13165	3.7438e+06	5.6814e+05	0.65056	0.74233	0.25767	0.51533	0.74616	True
MED19_+_57479301.23-P1P2	MED19__P1P2	4007.8	4316.9/4520.5	4007.8	4418.7	0.14076	20736	3.9962e+05	0.64993	0.74213	0.25787	0.51574	0.74664	True
non-targeting_00476	negative_control__na	4242.4	4370.8/4969.5	4242.4	4670.1	0.13854	1.7923e+05	4.3334e+05	0.64973	0.74207	0.25793	0.51587	0.74669	True
non-targeting_00334	negative_control__na	4196.8	3319.6/4225.2	4196.8	3772.4	-0.15376	4.1013e+05	4.2671e+05	0.64964	0.25796	0.74204	0.51592	0.74669	False
NEUROD1__P1P2__primary__RVS__70	NEUROD1__P1P2	3567.7	3864.9/4025.9	3567.7	3945.4	0.14513	12966	3.3862e+05	0.64901	0.74184	0.25816	0.51633	0.747	True
GNPNAT1__P1P2__secondary__FWD__48	GNPNAT1__P1P2	5396.7	5154.5/4624.8	5396.7	4889.7	-0.14231	1.4028e+05	6.1051e+05	0.64892	0.2582	0.7418	0.51639	0.747	False
KAT7_+_47866087.23-P1P2	KAT7__P1P2	5174.6	5046.7/4318.4	5174.6	4682.6	-0.14412	2.6523e+05	5.7503e+05	0.64886	0.25821	0.74179	0.51643	0.747	False
ACTR5__P1P2__primarysecondary__FWD__7	ACTR5__P1P2	4348.3	3276/4551.3	4348.3	3913.6	-0.15191	8.1313e+05	4.4882e+05	0.64883	0.25822	0.74178	0.51645	0.747	False
ATRN__P1P2__primary__RVS__47	ATRN__P1P2	3936.2	4456.8/4225.2	3936.2	4341	0.14119	26817	3.8949e+05	0.64865	0.74172	0.25828	0.51656	0.74706	True
ADAM18__P1P2__primary__FWD__79	ADAM18__P1P2	3970.5	4747.1/4008.2	3970.5	4377.7	0.14081	2.7299e+05	3.9432e+05	0.64843	0.74165	0.25835	0.51671	0.74715	True
non-targeting_00399	negative_control__na	4413.7	5400.2/4304.4	4413.7	4852.3	0.13665	6.0041e+05	4.5847e+05	0.64778	0.74144	0.25856	0.51713	0.74745	True
RBM7_-_114271322.23-P1P2	RBM7__P1P2	3428.6	3220/2904.4	3428.6	3062.2	-0.163	49816	3.1998e+05	0.64775	0.25857	0.74143	0.51715	0.74745	False
ACADS__P1P2__primary__RVS__0	ACADS__P1P2	4647.3	4701.5/3683.1	4647.3	4192.3	-0.14861	5.1855e+05	4.934e+05	0.64771	0.25859	0.74141	0.51718	0.74745	False
RBM15__110881839__RVS__37	RBM15__110881839	4682.6	4294.1/4156.3	4682.6	4225.2	-0.14825	9488.3	4.9875e+05	0.64764	0.25861	0.74139	0.51722	0.74745	False
SYT14__P1P2__primary__RVS__27	SYT14__P1P2	5382.2	4266.1/5489.3	5382.2	4877.7	-0.14197	7.4811e+05	6.0817e+05	0.64695	0.25883	0.74117	0.51767	0.7479	False
MIR205HG__209601956__FWD__18	MIR205HG__P2	4012	4513.8/4328.6	4012	4421.2	0.1401	17152	4.0021e+05	0.64691	0.74115	0.25885	0.51769	0.7479	True
CD8B__87088218__FWD__461	CD8B__87088218	4628.6	4953.4/5208.9	4628.6	5081.2	0.13456	32635	4.9058e+05	0.64615	0.74091	0.25909	0.51819	0.74851	True
non-targeting_00734	negative_control__na	3926.9	3749.8/3299.3	3926.9	3524.6	-0.15589	1.0145e+05	3.8817e+05	0.64573	0.25923	0.74077	0.51846	0.74879	False
non-targeting_01128	negative_control__na	3960.1	4176.9/4552.2	3960.1	4364.6	0.14027	70416	3.9286e+05	0.6453	0.74063	0.25937	0.51873	0.74904	True
FAM192A__P1P2__secondary__RVS__195	FAM192A__P1P2	3521	2941.2/3357.1	3521	3149.1	-0.16099	86501	3.3232e+05	0.6451	0.25943	0.74057	0.51887	0.74904	False
CNKSR3__P1P2__secondary__FWD__33	CNKSR3__P1P2	4108.5	3655.5/3731.5	4108.5	3693.5	-0.15359	2895.6	4.1399e+05	0.64503	0.25945	0.74055	0.5189	0.74904	False
SERF1A__70196291__RVS__178	SERF1A__70196291	4491.6	4391.5/3707.3	4491.6	4049.4	-0.14947	2.3405e+05	4.7003e+05	0.64491	0.25949	0.74051	0.51899	0.74904	False
RAI14_-_34656517.23-P1P2	RAI14__P1P2	4469.8	5183.6/4637	4469.8	4910.3	0.13557	1.4939e+05	4.6678e+05	0.64474	0.74045	0.25955	0.5191	0.74904	True
NDE1__P1__primarysecondary__FWD__-19	NDE1__P1	5141.4	4939.9/4369.6	5141.4	4654.8	-0.14341	1.6263e+05	5.6978e+05	0.64463	0.25958	0.74042	0.51916	0.74904	False
CTXN1__P1P2__primarysecondary__FWD__75	CTXN1__P1P2	3935.2	3447.1/3618.8	3935.2	3533	-0.15551	14752	3.8934e+05	0.64462	0.25959	0.74041	0.51918	0.74904	False
CCDC12__P1__primarysecondary__FWD__28	CCDC12__P1	3681.9	3936.4/4194.5	3681.9	4065.4	0.14293	33308	3.5415e+05	0.64451	0.74038	0.25962	0.51925	0.74904	True
BRD1__P1P2__primarysecondary__FWD__-8	BRD1__P1P2	4024.4	3727/3505.2	4024.4	3616.1	-0.15432	24594	4.0198e+05	0.64408	0.25976	0.74024	0.51952	0.74931	False
RSPRY1__P1P2__secondary__RVS__94	RSPRY1__P1P2	4431.4	4549.1/3439.1	4431.4	3994.1	-0.14985	6.1609e+05	4.6108e+05	0.64398	0.2598	0.7402	0.51959	0.74931	False
DUSP22__292259__RVS__100	DUSP22__292259	5234.8	5719.5/5734.3	5234.8	5726.9	0.1296	108.16	5.8458e+05	0.64363	0.74009	0.25991	0.51982	0.74952	True
NR2E3__P1P2__secondary__FWD__-6	NR2E3__P1P2	4945.2	4053.5/4892.2	4945.2	4472.9	-0.14479	3.5166e+05	5.3906e+05	0.6433	0.26001	0.73999	0.52003	0.74972	False
TATDN2__P1P2__secondary__FWD__72	TATDN2__P1P2	5470.4	4739.9/5186.5	5470.4	4963.2	-0.14036	99764	6.2242e+05	0.64293	0.26013	0.73987	0.52027	0.74995	False
ZSCAN18__P2__primarysecondary__FWD__67	ZSCAN18__P2	3565.6	3693.8/4185.2	3565.6	3939.5	0.14381	1.2073e+05	3.3834e+05	0.64273	0.7398	0.2602	0.5204	0.75003	True
non-targeting_01478	negative_control__na	2916.9	2774.2/2411.6	2916.9	2592.9	-0.16977	65745	2.542e+05	0.64249	0.26028	0.73972	0.52056	0.75014	False
non-targeting_01279	negative_control__na	3369.5	3696.9/3759.5	3369.5	3728.2	0.14593	1957.9	3.1215e+05	0.64212	0.7396	0.2604	0.52079	0.75022	True
AJUBA_+_23451722.23-P1P2	AJUBA__P1P2	4417.9	5015.6/4690.1	4417.9	4852.8	0.13545	52996	4.5908e+05	0.64197	0.73955	0.26045	0.52089	0.75022	True
FRMPD2__49481953__RVS__-8	FRMPD2__49481953	4081.5	4626.9/4358.4	4081.5	4492.6	0.13842	36021	4.1013e+05	0.64194	0.73954	0.26046	0.52091	0.75022	True
FRMPD2__49481953__FWD__44	FRMPD2__49481953	5713.3	6760.4/5711	5713.3	6235.7	0.1262	5.5066e+05	6.6216e+05	0.64193	0.73954	0.26046	0.52092	0.75022	True
GTF2H2_+_70363416.23-ENST00000274400.5_ENST00000330280.7	GTF2H2__ENST00000274400.5_ENST00000330280.7	4138.6	4269.2/3178.2	4138.6	3723.7	-0.15237	5.9507e+05	4.1832e+05	0.64152	0.26059	0.73941	0.52119	0.75039	False
CYFIP2__P1P2__secondary__RVS__52	CYFIP2__P1P2	4528.9	5368.1/4574.5	4528.9	4971.3	0.13443	3.1486e+05	4.7561e+05	0.64148	0.73939	0.26061	0.52121	0.75039	True
non-targeting_00783	negative_control__na	4430.3	4069.1/3920.6	4430.3	3994.9	-0.14923	11020	4.6093e+05	0.64139	0.26063	0.73937	0.52127	0.75039	False
non-targeting_01474	negative_control__na	4307.8	4639.3/4829.8	4307.8	4734.5	0.13623	18142	4.4288e+05	0.64118	0.7393	0.2607	0.52141	0.75048	True
MED25__P1P2__secondary__FWD__70	MED25__P1P2	4153.2	4365.6/4772	4153.2	4568.8	0.13758	82591	4.2041e+05	0.64104	0.73925	0.26075	0.5215	0.75049	True
OCLN__68788394__RVS__87	OCLN__68788394	4168.7	4768.9/4401.3	4168.7	4585.1	0.13731	67561	4.2266e+05	0.64042	0.73905	0.26095	0.5219	0.75096	True
RALGAPA1__P1P2__secondary__FWD__64	RALGAPA1__P1P2	4942.1	4100.2/4844.7	4942.1	4472.4	-0.14402	2.7713e+05	5.3858e+05	0.63993	0.26111	0.73889	0.52222	0.75131	False
GPR89A_-_145826754.23-ENST00000313835.9	GPR89A__ENST00000313835.9	5824.4	5321.4/7383	5824.4	6352.2	0.12513	2.125e+06	6.8058e+05	0.63981	0.73885	0.26115	0.5223	0.75131	True
VWA9__P1P2__primary__FWD__50	VWA9__P1P2	5026.2	4994.9/6007.2	5026.2	5501	0.13022	5.1237e+05	5.5168e+05	0.63936	0.7387	0.2613	0.52259	0.75162	True
PIGL__P1P2__secondary__RVS__75	PIGL__P1P2	5059.4	5588.9/5483.7	5059.4	5536.3	0.12994	5537.4	5.5688e+05	0.63911	0.73863	0.26137	0.52275	0.75171	True
non-targeting_01445	negative_control__na	4845.5	5063.3/5552.6	4845.5	5308	0.13148	1.1971e+05	5.2366e+05	0.63903	0.7386	0.2614	0.5228	0.75171	True
non-targeting_00001	negative_control__na	4012	3474/3741.8	4012	3607.9	-0.15312	35851	4.0021e+05	0.63874	0.2615	0.7385	0.52299	0.75186	False
OCLN__68788394__FWD__-23	OCLN__68788394	3575	2615.6/3790.2	3575	3202.9	-0.1585	6.8985e+05	3.396e+05	0.63844	0.26159	0.73841	0.52319	0.75204	False
non-targeting_01760	negative_control__na	4127.2	3882.5/5195.9	4127.2	4539.2	0.13723	8.6246e+05	4.1668e+05	0.63819	0.73833	0.26167	0.52335	0.75215	True
FAM122A__P1P2__primarysecondary__RVS__49	FAM122A__P1P2	3859.4	4380.1/4123.7	3859.4	4251.9	0.1397	32872	3.7871e+05	0.63781	0.7382	0.2618	0.52359	0.7524	True
ATP6AP2__P1P2__secondary__RVS__39	ATP6AP2__P1P2	3662.2	3430.5/3138.2	3662.2	3284.3	-0.15705	42718	3.5146e+05	0.63734	0.26195	0.73805	0.5239	0.75273	False
CHST15_+_125852578.23-P2	CHST15__P2	3462.9	3799.6/3851.7	3462.9	3825.6	0.14369	1360.3	3.2454e+05	0.63677	0.73786	0.26214	0.52427	0.75315	True
